['object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)'],[system]
['path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', '[system]'],Failed
['/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', '[system]', 'Failed'],to
['locale', 'en_GB.UTF-8)', '[system]', 'Failed', 'to'],activate
['en_GB.UTF-8)', '[system]', 'Failed', 'to', 'activate'],service
['[system]', 'Failed', 'to', 'activate', 'service'],'org.bluez':
['Failed', 'to', 'activate', 'service', "'org.bluez':"],timed
['to', 'activate', 'service', "'org.bluez':", 'timed'],out
['activate', 'service', "'org.bluez':", 'timed', 'out'],(service_start_timeout=25000ms)
['service', "'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)'],pam_unix(polkit-1:session):
["'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):'],session
['timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session'],opened
['out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session', 'opened'],for
['(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session', 'opened', 'for'],user
['pam_unix(polkit-1:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=1000)
['for', 'user', 'root', 'by', '(uid=1000)'],intern:
['user', 'root', 'by', '(uid=1000)', 'intern:'],xecuting
['root', 'by', '(uid=1000)', 'intern:', 'xecuting'],command
['by', '(uid=1000)', 'intern:', 'xecuting', 'command'],[USR=root]
['(uid=1000)', 'intern:', 'xecuting', 'command', '[USR=root]'],[TTY=unknown]
['intern:', 'xecuting', 'command', '[USR=root]', '[TTY=unknown]'],[CWD=/home/intern]
['xecuting', 'command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]'],[COMMAND=/usr/lib/update-notifier/package-system-locked]
['command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]'],pam_unix(cron:session):
['[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):'],session
['[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):', 'session'],opened
['[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):', 'session', 'opened'],for
['[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(gdm-password:auth):
['closed', 'for', 'user', 'root', 'pam_unix(gdm-password:auth):'],authentication
['for', 'user', 'root', 'pam_unix(gdm-password:auth):', 'authentication'],failure;
['user', 'root', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;'],logname=
['root', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname='],uid=0
['pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname=', 'uid=0'],euid=0
['authentication', 'failure;', 'logname=', 'uid=0', 'euid=0'],tty=/dev/tty2
['failure;', 'logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2'],ruser=
['logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser='],rhost=
['uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost='],user=intern
['euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern'],message
['tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern', 'message'],repeated
['ruser=', 'rhost=', 'user=intern', 'message', 'repeated'],
['rhost=', 'user=intern', 'message', 'repeated', ''],times:
['user=intern', 'message', 'repeated', '', 'times:'],[
['message', 'repeated', '', 'times:', '['],pam_unix(gdm-password:auth):
['repeated', '', 'times:', '[', 'pam_unix(gdm-password:auth):'],authentication
['', 'times:', '[', 'pam_unix(gdm-password:auth):', 'authentication'],failure;
['times:', '[', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;'],logname=
['[', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname='],uid=0
['pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname=', 'uid=0'],euid=0
['authentication', 'failure;', 'logname=', 'uid=0', 'euid=0'],tty=/dev/tty2
['failure;', 'logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2'],ruser=
['logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser='],rhost=
['uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost='],user=intern]
['euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern]'],gkr-pam:
['tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern]', 'gkr-pam:'],unlocked
['ruser=', 'rhost=', 'user=intern]', 'gkr-pam:', 'unlocked'],login
['rhost=', 'user=intern]', 'gkr-pam:', 'unlocked', 'login'],keyring
['user=intern]', 'gkr-pam:', 'unlocked', 'login', 'keyring'],gkr-pam:
['gkr-pam:', 'unlocked', 'login', 'keyring', 'gkr-pam:'],unlocked
['unlocked', 'login', 'keyring', 'gkr-pam:', 'unlocked'],login
['login', 'keyring', 'gkr-pam:', 'unlocked', 'login'],keyring
['keyring', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(gdm-password:auth):
['closed', 'for', 'user', 'root', 'pam_unix(gdm-password:auth):'],authentication
['for', 'user', 'root', 'pam_unix(gdm-password:auth):', 'authentication'],failure;
['user', 'root', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;'],logname=
['root', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname='],uid=0
['pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname=', 'uid=0'],euid=0
['authentication', 'failure;', 'logname=', 'uid=0', 'euid=0'],tty=/dev/tty2
['failure;', 'logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2'],ruser=
['logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser='],rhost=
['uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost='],user=intern
['euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern'],message
['tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern', 'message'],repeated
['ruser=', 'rhost=', 'user=intern', 'message', 'repeated'],
['rhost=', 'user=intern', 'message', 'repeated', ''],times:
['user=intern', 'message', 'repeated', '', 'times:'],[
['message', 'repeated', '', 'times:', '['],pam_unix(gdm-password:auth):
['repeated', '', 'times:', '[', 'pam_unix(gdm-password:auth):'],authentication
['', 'times:', '[', 'pam_unix(gdm-password:auth):', 'authentication'],failure;
['times:', '[', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;'],logname=
['[', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname='],uid=0
['pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname=', 'uid=0'],euid=0
['authentication', 'failure;', 'logname=', 'uid=0', 'euid=0'],tty=/dev/tty2
['failure;', 'logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2'],ruser=
['logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser='],rhost=
['uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost='],user=intern]
['euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern]'],gkr-pam:
['tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern]', 'gkr-pam:'],unlocked
['ruser=', 'rhost=', 'user=intern]', 'gkr-pam:', 'unlocked'],login
['rhost=', 'user=intern]', 'gkr-pam:', 'unlocked', 'login'],keyring
['user=intern]', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],intern
['closed', 'for', 'user', 'root', 'intern'],:
['for', 'user', 'root', 'intern', ':'],TTY=pts/2
['user', 'root', 'intern', ':', 'TTY=pts/2'],;
['root', 'intern', ':', 'TTY=pts/2', ';'],PWD=/home/intern/Desktop/ML
['intern', ':', 'TTY=pts/2', ';', 'PWD=/home/intern/Desktop/ML'],;
[':', 'TTY=pts/2', ';', 'PWD=/home/intern/Desktop/ML', ';'],USR=root
['TTY=pts/2', ';', 'PWD=/home/intern/Desktop/ML', ';', 'USR=root'],;
[';', 'PWD=/home/intern/Desktop/ML', ';', 'USR=root', ';'],COMMAND=/bin/cp
['PWD=/home/intern/Desktop/ML', ';', 'USR=root', ';', 'COMMAND=/bin/cp'],-r
[';', 'USR=root', ';', 'COMMAND=/bin/cp', '-r'],data
['USR=root', ';', 'COMMAND=/bin/cp', '-r', 'data'],derby.log
[';', 'COMMAND=/bin/cp', '-r', 'data', 'derby.log'],For
['COMMAND=/bin/cp', '-r', 'data', 'derby.log', 'For'],test
['-r', 'data', 'derby.log', 'For', 'test'],future
['data', 'derby.log', 'For', 'test', 'future'],research
['derby.log', 'For', 'test', 'future', 'research'],Log
['For', 'test', 'future', 'research', 'Log'],format
['test', 'future', 'research', 'Log', 'format'],Process
['future', 'research', 'Log', 'format', 'Process'],metastore_db
['research', 'Log', 'format', 'Process', 'metastore_db'],package.xml
['Log', 'format', 'Process', 'metastore_db', 'package.xml'],__pycache__
['format', 'Process', 'metastore_db', 'package.xml', '__pycache__'],RADM.md
['Process', 'metastore_db', 'package.xml', '__pycache__', 'RADM.md'],Research
['metastore_db', 'package.xml', '__pycache__', 'RADM.md', 'Research'],Articles
['package.xml', '__pycache__', 'RADM.md', 'Research', 'Articles'],spark
['__pycache__', 'RADM.md', 'Research', 'Articles', 'spark'],System
['RADM.md', 'Research', 'Articles', 'spark', 'System'],log
['Research', 'Articles', 'spark', 'System', 'log'],Detection
['Articles', 'spark', 'System', 'log', 'Detection'],venv
['spark', 'System', 'log', 'Detection', 'venv'],Web
['System', 'log', 'Detection', 'venv', 'Web'],Security
['log', 'Detection', 'venv', 'Web', 'Security'],Detection
['Detection', 'venv', 'Web', 'Security', 'Detection'],Webshell
['venv', 'Web', 'Security', 'Detection', 'Webshell'],Detection
['Web', 'Security', 'Detection', 'Webshell', 'Detection'],XSS
['Security', 'Detection', 'Webshell', 'Detection', 'XSS'],Detection
['Detection', 'Webshell', 'Detection', 'XSS', 'Detection'],../repos/jsoc-machine-learning/
['Webshell', 'Detection', 'XSS', 'Detection', '../repos/jsoc-machine-learning/'],pam_unix(sudo:session):
['Detection', 'XSS', 'Detection', '../repos/jsoc-machine-learning/', 'pam_unix(sudo:session):'],session
['XSS', 'Detection', '../repos/jsoc-machine-learning/', 'pam_unix(sudo:session):', 'session'],opened
['Detection', '../repos/jsoc-machine-learning/', 'pam_unix(sudo:session):', 'session', 'opened'],for
['../repos/jsoc-machine-learning/', 'pam_unix(sudo:session):', 'session', 'opened', 'for'],user
['pam_unix(sudo:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(sudo:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(sudo:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(sudo:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(sudo:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(sudo:session):', 'session', 'closed', 'for'],user
['pam_unix(sudo:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],intern
['closed', 'for', 'user', 'root', 'intern'],:
['for', 'user', 'root', 'intern', ':'],
['user', 'root', 'intern', ':', ''],;
['root', 'intern', ':', '', ';'],PWD=/home/intern/Desktop/repos/jsoc-machine-learning
['intern', ':', '', ';', 'PWD=/home/intern/Desktop/repos/jsoc-machine-learning'],;
[':', '', ';', 'PWD=/home/intern/Desktop/repos/jsoc-machine-learning', ';'],USR=root
['', ';', 'PWD=/home/intern/Desktop/repos/jsoc-machine-learning', ';', 'USR=root'],;
[';', 'PWD=/home/intern/Desktop/repos/jsoc-machine-learning', ';', 'USR=root', ';'],COMMAND=/usr/bin/git
['PWD=/home/intern/Desktop/repos/jsoc-machine-learning', ';', 'USR=root', ';', 'COMMAND=/usr/bin/git'],add
[';', 'USR=root', ';', 'COMMAND=/usr/bin/git', 'add'],--all
['USR=root', ';', 'COMMAND=/usr/bin/git', 'add', '--all'],pam_unix(sudo:session):
[';', 'COMMAND=/usr/bin/git', 'add', '--all', 'pam_unix(sudo:session):'],session
['COMMAND=/usr/bin/git', 'add', '--all', 'pam_unix(sudo:session):', 'session'],opened
['add', '--all', 'pam_unix(sudo:session):', 'session', 'opened'],for
['--all', 'pam_unix(sudo:session):', 'session', 'opened', 'for'],user
['pam_unix(sudo:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(sudo:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(sudo:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(sudo:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(sudo:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(sudo:session):', 'session', 'closed', 'for'],user
['pam_unix(sudo:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],intern
['closed', 'for', 'user', 'root', 'intern'],:
['for', 'user', 'root', 'intern', ':'],TTY=pts/2
['user', 'root', 'intern', ':', 'TTY=pts/2'],;
['root', 'intern', ':', 'TTY=pts/2', ';'],PWD=/home/intern/Desktop/repos/jsoc-machine-learning
['intern', ':', 'TTY=pts/2', ';', 'PWD=/home/intern/Desktop/repos/jsoc-machine-learning'],;
[':', 'TTY=pts/2', ';', 'PWD=/home/intern/Desktop/repos/jsoc-machine-learning', ';'],USR=root
['TTY=pts/2', ';', 'PWD=/home/intern/Desktop/repos/jsoc-machine-learning', ';', 'USR=root'],;
